cast,directors,genre,rating,runtime,summary,title,writers
"[{'character': 'Sugar Kane Kowalczyk', 'name': 'Marilyn Monroe'}, {'character': 'Joe', 'name': 'Tony Curtis'}, {'character': 'Jerry', 'name': 'Jack Lemmon'}, {'character': 'Spats Colombo', 'name': 'George Raft'}, {'character': 'Detective Mulligan', 'name': ""Pat O'Brien""}, {'character': 'Osgood Fielding III', 'name': 'Joe E. Brown'}, {'character': 'Little Bonaparte', 'name': 'Nehemiah Persoff'}, {'character': 'Sweet Sue', 'name': 'Joan Shawlee'}, {'character': 'Sig Poliakoff', 'name': 'Billy Gray'}, {'character': 'Toothpick Charlie', 'name': 'George E. Stone'}, {'character': 'Bienstock', 'name': 'Dave Barry'}, {'character': ""Spats' Henchman"", 'name': 'Mike Mazurki'}, {'character': ""Spats' Henchman"", 'name': 'Harry Wilson'}, {'character': 'Dolores', 'name': 'Beverly Wills'}, {'character': 'Nellie', 'name': 'Barbara Drew'}]",Billy Wilder,Comedy,135.,2h 1min,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Some Like It Hot,Billy Wilder
"[{'character': 'Adolf Hitler', 'name': 'Bruno Ganz'}, {'character': 'Traudl Junge', 'name': 'Alexandra Maria Lara'}, {'character': 'Magda Goebbels', 'name': 'Corinna Harfouch'}, {'character': 'Joseph Goebbels', 'name': 'Ulrich Matthes'}, {'character': 'Eva Braun', 'name': 'Juliane Köhler'}, {'character': 'Albert Speer', 'name': 'Heino Ferch'}, {'character': 'Prof. Ernst-Günther Schenck', 'name': 'Christian Berkel'}, {'character': 'Prof. Werner Haase', 'name': 'Matthias Habich'}, {'character': 'Hermann Fegelein', 'name': 'Thomas Kretschmann'}, {'character': 'General Weidling', 'name': 'Michael Mendl'}, {'character': 'General Mohnke', 'name': 'André Hennicke'}, {'character': 'Heinrich Himmler', 'name': 'Ulrich Noethen'}, {'character': 'Gerda Christian', 'name': 'Birgit Minichmayr'}, {'character': 'General Hans Krebs', 'name': 'Rolf Kanies'}, {'character': 'General Wilhelm Burgdorf', 'name': 'Justus von Dohnányi'}]",Oliver Hirschbiegel,Biography,133.,2h 36min,,Downfall,Bernd Eichinger
"[{'character': 'Lord Hidetora Ichimonji', 'name': 'Tatsuya Nakadai'}, {'character': 'Taro Takatora Ichimonji', 'name': 'Akira Terao'}, {'character': 'Jiro Masatora Ichimonji', 'name': 'Jinpachi Nezu'}, {'character': 'Saburo Naotora Ichimonji', 'name': 'Daisuke Ryû'}, {'character': 'Lady Kaede', 'name': 'Mieko Harada'}, {'character': 'Lady Sue', 'name': 'Yoshiko Miyazaki'}, {'character': 'Shuri Kurogane', 'name': 'Hisashi Igawa'}, {'character': 'Kyoami', 'name': 'Pîtâ'}, {'character': 'Tango Hirayama', 'name': 'Masayuki Yui'}, {'character': 'Kageyu Ikoma', 'name': 'Kazuo Katô'}, {'character': 'Shumenosuke Ogura', 'name': 'Norio Matsui'}, {'character': 'Mondo Naganuma', 'name': 'Toshiya Ito'}, {'character': 'Samon Shirane', 'name': 'Kenji Kodama'}, {'character': 'Fujimaki Clan general', 'name': 'Takashi Watanabe'}, {'character': 'Tsurumaru', 'name': 'Mansai Nomura'}]",Akira Kurosawa,Action,129.,2h 42min,"In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.",Ran,Akira Kurosawa
"[{'character': 'King Arthur', 'name': 'Graham Chapman'}, {'character': 'Second Swallow-Savvy Guard', 'name': 'John Cleese'}, {'character': 'Dead Collector', 'name': 'Eric Idle'}, {'character': 'Patsy', 'name': 'Terry Gilliam'}, {'character': ""Dennis's Mother"", 'name': 'Terry Jones'}, {'character': 'First Swallow-Savvy Guard', 'name': 'Michael Palin'}, {'character': 'The Witch', 'name': 'Connie Booth'}, {'character': 'Zoot', 'name': 'Carol Cleveland'}, {'character': 'First Monk', 'name': 'Neil Innes'}, {'character': 'Old Crone', 'name': 'Bee Duffell'}, {'character': 'Dead Body', 'name': 'John Young'}, {'character': ""Historian's Wife"", 'name': 'Rita Davies'}, {'character': 'Dr. Piglet', 'name': 'Avril Stewart'}, {'character': 'Dr. Winston', 'name': 'Sally Kinghorn'}, {'character': 'Prisoner', 'name': 'Mark Zycon'}]",Terry Gilliam,Adventure,131.,1h 31min,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.",Monty Python and the Holy Grail,Terry Jones
"[{'character': ""Ali's Father"", 'name': 'Mohammad Amir Naji'}, {'character': 'Ali', 'name': 'Amir Farrokh Hashemian'}, {'character': 'Zahra', 'name': 'Bahare Seddiqi'}, {'character': 'Roya', 'name': 'Nafise Jafar-Mohammadi'}, {'character': ""Ali's Mother"", 'name': 'Fereshte Sarabandi'}, {'character': 'Assistant', 'name': 'Kamal Mirkarimi'}, {'character': 'Trainer', 'name': 'Behzad Rafi'}, {'character': ""Ali's Teacher"", 'name': 'Dariush Mokhtari'}, {'character': ""Roya's Father"", 'name': 'Mohammad-Hasan Hosseinian'}, {'character': ""Roya's Mother"", 'name': 'Masume Dair'}, {'character': 'Race Organizer', 'name': 'Kambiz Peykarnegar'}, {'character': 'Race Photographer', 'name': 'Hasan Roohparvari'}, {'character': 'Shoemaker', 'name': 'Abbas-Ali Roomandi'}, {'character': 'Green Grocer', 'name': 'Jafar Seyfollahi'}, {'character': 'Salt Seller', 'name': 'Qolamreza Maleki'}]",Majid Majidi,Drama,138.,1h 29min,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.",Children of Heaven,Majid Majidi
"[{'character': 'John McClane', 'name': 'Bruce Willis'}, {'character': 'Holly Gennaro McClane', 'name': 'Bonnie Bedelia'}, {'character': 'Sgt. Al Powell', 'name': 'Reginald VelJohnson'}, {'character': 'Dwayne T. Robinson', 'name': 'Paul Gleason'}, {'character': 'Argyle', 'name': ""De'voreaux White""}, {'character': 'Thornburg', 'name': 'William Atherton'}, {'character': 'Ellis', 'name': 'Hart Bochner'}, {'character': 'Takagi', 'name': 'James Shigeta'}, {'character': 'Hans Gruber', 'name': 'Alan Rickman'}, {'character': 'Karl', 'name': 'Alexander Godunov'}, {'character': 'Franco', 'name': 'Bruno Doyon'}, {'character': 'Tony', 'name': 'Andreas Wisniewski'}, {'character': 'Theo', 'name': 'Clarence Gilyard Jr.'}, {'character': 'Alexander', 'name': 'Joey Plewa'}, {'character': 'Marco', 'name': 'Lorenzo Caccialanza'}]",John McTiernan,Action,130.,2h 12min,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,Die Hard,Roderick Thorp
"[{'character': 'Sanjuro Kuwabatake', 'name': 'Toshirô Mifune'}, {'character': 'Unosuke - Gunfighter', 'name': 'Tatsuya Nakadai'}, {'character': 'Nui', 'name': 'Yôko Tsukasa'}, {'character': 'Orin', 'name': 'Isuzu Yamada'}, {'character': ""Inokichi - Ushitora's Rotund Brother"", 'name': 'Daisuke Katô'}, {'character': 'Seibê - Brothel Operator', 'name': 'Seizaburô Kawazu'}, {'character': 'Tokuemon - Sake Brewer', 'name': 'Takashi Shimura'}, {'character': 'Yoichiro', 'name': 'Hiroshi Tachikawa'}, {'character': ""Kohei's Son"", 'name': 'Yôsuke Natsuki'}, {'character': 'Gonji - Tavern Keeper', 'name': 'Eijirô Tôno'}, {'character': 'Tazaemon', 'name': 'Kamatari Fujiwara'}, {'character': 'Hansuke', 'name': 'Ikio Sawamura'}, {'character': 'The Cooper - Coffin-Maker', 'name': 'Atsushi Watanabe'}, {'character': 'Homma - Instructor Who Skips Town', 'name': 'Susumu Fujita'}, {'character': 'Ushitora', 'name': 'Kyû Sazanka'}]",Akira Kurosawa,Action,128.,1h 50min,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,Yojimbo,Akira Kurosawa
"[{'character': 'Tajômaru', 'name': 'Toshirô Mifune'}, {'character': 'Masako Kanazawa', 'name': 'Machiko Kyô'}, {'character': 'Takehiro Kanazawa', 'name': 'Masayuki Mori'}, {'character': 'Woodcutter', 'name': 'Takashi Shimura'}, {'character': 'Priest', 'name': 'Minoru Chiaki'}, {'character': 'Commoner', 'name': 'Kichijirô Ueda'}, {'character': 'Medium', 'name': 'Noriko Honma'}, {'character': 'Policeman', 'name': 'Daisuke Katô'}]",Akira Kurosawa,Crime,127.,1h 28min,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",Rashomon,Ryûnosuke Akutagawa
"[{'character': 'Jack Vincennes', 'name': 'Kevin Spacey'}, {'character': 'Bud White', 'name': 'Russell Crowe'}, {'character': 'Ed Exley', 'name': 'Guy Pearce'}, {'character': 'Dudley Smith', 'name': 'James Cromwell'}, {'character': 'Lynn Bracken', 'name': 'Kim Basinger'}, {'character': 'Sid Hudgens', 'name': 'Danny DeVito'}, {'character': 'Pierce Patchett', 'name': 'David Strathairn'}, {'character': 'D.A. Ellis Loew', 'name': 'Ron Rifkin'}, {'character': ""'Badge of Honor' Star Brett Chase"", 'name': 'Matt McCoy'}, {'character': 'Mickey Cohen', 'name': 'Paul Guilfoyle'}, {'character': 'Johnny Stompanato', 'name': 'Paolo Seganti'}, {'character': ""Mickey Cohen's Mambo Partner"", 'name': 'Elisabeth Granli'}, {'character': ""Mickey Cohen's Mambo Partner"", 'name': 'Sandra Taylor'}, {'character': 'Officer Arresting Mickey Cohen', 'name': 'Steve Rankin'}, {'character': 'Dick Stensland', 'name': 'Graham Beckel'}]",Curtis Hanson,Crime,125.,2h 18min,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",L.A. Confidential,James Ellroy
"[{'character': 'Lt. Vincent Hanna', 'name': 'Al Pacino'}, {'character': 'Neil McCauley', 'name': 'Robert De Niro'}, {'character': 'Chris Shiherlis', 'name': 'Val Kilmer'}, {'character': 'Nate', 'name': 'Jon Voight'}, {'character': 'Michael Cheritto', 'name': 'Tom Sizemore'}, {'character': 'Justine', 'name': 'Diane Venora'}, {'character': 'Eady', 'name': 'Amy Brenneman'}, {'character': 'Charlene Shiherlis', 'name': 'Ashley Judd'}, {'character': 'Sergeant Drucker', 'name': 'Mykelti Williamson'}, {'character': 'Casals', 'name': 'Wes Studi'}, {'character': 'Bosko', 'name': 'Ted Levine'}, {'character': 'Donald Breedan', 'name': 'Dennis Haysbert'}, {'character': 'Roger Van Zant', 'name': 'William Fichtner'}, {'character': 'Lauren Gustafson', 'name': 'Natalie Portman'}, {'character': 'Kelso', 'name': 'Tom Noonan'}]",Michael Mann,Crime,126.,2h 50min,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,Heat,Michael Mann
"[{'character': 'Indiana Jones', 'name': 'Harrison Ford'}, {'character': 'Professor Henry Jones', 'name': 'Sean Connery'}, {'character': 'Marcus Brody', 'name': 'Denholm Elliott'}, {'character': 'Elsa', 'name': 'Alison Doody'}, {'character': 'Sallah', 'name': 'John Rhys-Davies'}, {'character': 'Walter Donovan', 'name': 'Julian Glover'}, {'character': 'Young Indy', 'name': 'River Phoenix'}, {'character': 'Vogel', 'name': 'Michael Byrne'}, {'character': 'Kazim', 'name': 'Kevork Malikyan'}, {'character': 'Grail Knight', 'name': 'Robert Eddison'}, {'character': 'Fedora', 'name': 'Richard Young'}, {'character': 'Sultan', 'name': 'Alexei Sayle'}, {'character': 'Young Henry', 'name': 'Alex Hyde-White'}, {'character': 'Panama Hat', 'name': 'Paul Maxwell'}, {'character': 'Mrs. Donovan', 'name': 'Isla Blair'}]",Steven Spielberg,Action,124.,2h 7min,"In 1938, after his father Professor Henry Jones, Sr. goes missing while pursuing the Holy Grail, Professor Henry ""Indiana"" Jones, Jr. finds himself up against",Indiana Jones and the Last Crusade,Jeffrey Boam
"[{'character': 'Atticus Finch', 'name': 'Gregory Peck'}, {'character': 'Dill Harris', 'name': 'John Megna'}, {'character': 'Sheriff Heck Tate', 'name': 'Frank Overton'}, {'character': 'Maudie Atkinson', 'name': 'Rosemary Murphy'}, {'character': 'Mrs. Dubose', 'name': 'Ruth White'}, {'character': 'Tom Robinson', 'name': 'Brock Peters'}, {'character': 'Calpurnia', 'name': 'Estelle Evans'}, {'character': 'Judge Taylor', 'name': 'Paul Fix'}, {'character': 'Mayella Violet Ewell', 'name': 'Collin Wilcox Paxton'}, {'character': 'Bob Ewell', 'name': 'James Anderson'}, {'character': 'Aunt Stephanie Crawford', 'name': 'Alice Ghostley'}, {'character': 'Boo Radley', 'name': 'Robert Duvall'}, {'character': 'Mr. Gilmer', 'name': 'William Windom'}, {'character': 'Walter Cunningham Sr.', 'name': 'Crahan Denton'}, {'character': 'Nathan Radley', 'name': 'Richard Hale'}]",Robert Mulligan,Crime,121.,2h 9min,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his children against prejudice.",To Kill a Mockingbird,Harper Lee
"[{'character': 'Carl Fredricksen', 'name': 'Edward Asner'}, {'character': 'Charles Muntz', 'name': 'Christopher Plummer'}, {'character': 'Russell', 'name': 'Jordan Nagai'}, {'character': 'Dug', 'name': 'Bob Peterson'}, {'character': 'Beta', 'name': 'Delroy Lindo'}, {'character': 'Gamma', 'name': 'Jerome Ranft'}, {'character': 'Construction Foreman Tom', 'name': 'John Ratzenberger'}, {'character': 'Newsreel Announcer', 'name': 'David Kaye'}, {'character': 'Young Ellie', 'name': 'Elie Docter'}, {'character': 'Young Carl', 'name': 'Jeremy Leary'}, {'character': 'Police Officer Edith', 'name': 'Mickie McGowan'}, {'character': 'Construction Worker Steve', 'name': 'Danny Mann'}, {'character': 'Nurse George', 'name': 'Donald Fullilove'}, {'character': 'Nurse AJ', 'name': 'Jess Harnell'}, {'character': 'Omega', 'name': 'Josh Cooley'}]",Pete Docter,Animation,123.,1h 36min,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",Up,Bob Peterson
"[{'character': 'Woody', 'name': 'Tom Hanks'}, {'character': 'Buzz Lightyear', 'name': 'Tim Allen'}, {'character': 'Jessie', 'name': 'Joan Cusack'}, {'character': 'Lotso', 'name': 'Ned Beatty'}, {'character': 'Mr. Potato Head', 'name': 'Don Rickles'}, {'character': 'Ken', 'name': 'Michael Keaton'}, {'character': 'Rex', 'name': 'Wallace Shawn'}, {'character': 'Hamm', 'name': 'John Ratzenberger'}, {'character': 'Mrs. Potato Head', 'name': 'Estelle Harris'}, {'character': 'Andy', 'name': 'John Morris'}, {'character': 'Barbie', 'name': 'Jodi Benson'}, {'character': 'Bonnie', 'name': 'Emily Hahn'}, {'character': ""Andy's Mom"", 'name': 'Laurie Metcalf'}, {'character': 'Slinky Dog', 'name': 'Blake Clark'}, {'character': 'Chatter Telephone', 'name': 'Teddy Newton'}]",Lee Unkrich,Animation,120.,1h 43min,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.",Toy Story 3,John Lasseter
"[{'character': 'Monco', 'name': 'Clint Eastwood'}, {'character': 'Col. Douglas Mortimer', 'name': 'Lee Van Cleef'}, {'character': 'El Indio (The Indian)', 'name': 'Gian Maria Volontè'}, {'character': ""Mary - Hotel Manager's Beautiful Wife"", 'name': 'Mara Krupp'}, {'character': ""Groggy, Member of Indio's Gang"", 'name': 'Luigi Pistilli'}, {'character': 'Juan Wild - The Hunchback', 'name': 'Klaus Kinski'}, {'character': ""Manuel, Member of Indio's Gang"", 'name': 'Luis Rodríguez'}, {'character': ""Luke 'Hughie'"", 'name': 'Benito Stefanelli'}, {'character': ""Sancho Perez, Member of Indio's Gang"",
 'name': 'Panos Papadopulos'}, {'character': 'Cuchillio', 'name': 'Aldo Sambrell'}, {'character': 'Tucumcari station clerk', 'name': 'Roberto Camardiel'}, {'character': 'Old Prophet', 'name': 'Joseph Egger'}, {'character': 'Tucumcari sheriff', 'name': 'Tomás Blanco'}, {'character': ""Tomaso, Indio's Traitor"", 'name': 'Lorenzo Robledo'}, {'character': 'Carpenter in cell with El Indio', 'name': 'Dante Maggio'}]",Sergio Leone,Western,122.,2h 12min,Two bounty hunters with the same intentions team up to track down a Western outlaw.,For a Few Dollars More,Sergio Leone
"[{'character': 'Tony Montana', 'name': 'Al Pacino'}, {'character': 'Manny Ribera', 'name': 'Steven Bauer'}, {'character': 'Elvira', 'name': 'Michelle Pfeiffer'}, {'character': 'Gina', 'name': 'Mary Elizabeth Mastrantonio'}, {'character': 'Frank Lopez', 'name': 'Robert Loggia'}, {'character': 'Mama Montana', 'name': 'Miriam Colon'}, {'character': 'Omar', 'name': 'F. Murray Abraham'}, {'character': 'Alejandro Sosa', 'name': 'Paul Shenar'}, {'character': 'Bernstein', 'name': 'Harris Yulin'}, {'character': 'Chi Chi', 'name': 'Ángel Salazar'}, {'character': 'Ernie', 'name': 'Arnaldo Santana'}, {'character': 'Angel', 'name': 'Pepe Serna'}, {'character': 'Nick The Pig', 'name': 'Michael P. Moran'}, {'character': 'Hector The Toad', 'name': 'Al Israel'}, {'character': 'Banker', 'name': 'Dennis Holahan'}]",Brian De Palma,Crime,119.,2h 50min,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",Scarface,Oliver Stone
"[{'character': 'Amélie Poulain', 'name': 'Audrey Tautou'}, {'character': 'Nino Quincampoix', 'name': 'Mathieu Kassovitz'}, {'character': 'Raphaël Poulain', 'name': 'Rufus'}, {'character': 'Amandine Poulain', 'name': 'Lorella Cravotta'}, {'character': 'Raymond Dufayel', 'name': 'Serge Merlin'}, {'character': 'Lucien', 'name': 'Jamel Debbouze'}, {'character': 'Gina', 'name': 'Clotilde Mollet'}, {'character': 'Madame Suzanne - la patronne du café', 'name': 'Claire Maurier'}, {'character': 'Georgette', 'name': 'Isabelle Nanty'}, {'character': 'Joseph', 'name': 'Dominique Pinon'}, {'character': 'Hipolito', 'name': 'Artus de Penguern'}, {'character': 'Madeleine Wallace', 'name': 'Yolande Moreau'}, {'character': 'Collignon', 'name': 'Urbain Cancelier'}, {'character': 'Dominique Bretodeau', 'name': 'Maurice Bénichou'}, {'character': 'Mr. Collignon', 'name': 'Michel Robin'}]",Jean-Pierre Jeunet,Comedy,116.,2h 2min,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",Amélie,Guillaume Laurant
"[{'character': 'Tyrone', 'name': 'Ade'}, {'character': 'Neil', 'name': 'William Beck'}, {'character': 'Errol', 'name': 'Andy Beckwith'}, {'character': 'Mullet', 'name': 'Ewen Bremner'}, {'character': 'Gary', 'name': 'Jason Buckham'}, {'character': 'Liam', 'name': 'Mickey Cantwell'}, {'character': 'Alex', 'name': 'Nicola Collins'}, {'character': 'Susi', 'name': 'Teena Collins'}, {'character': 'MC', 'name': 'Charles Cork'}, {'character': 'Horrible Man', 'name': 'James Cunningham'}, {'character': ""Mum O'Neil"", 'name': 'Sorcha Cusack'}, {'character': 'Jack The All Seeing Eye', 'name': 'Mickey Dee'}, {'character': 'Franky Four Fingers', 'name': 'Benicio Del Toro'}, {'character': 'Rosebud', 'name': 'Sam Douglas'}, {'character': 'Cousin Avi', 'name': 'Dennis Farina'}]",Guy Ritchie,Comedy,118.,1h 42min,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",Snatch,Guy Ritchie
"[{'character': 'C.C. Baxter', 'name': 'Jack Lemmon'}, {'character': 'Fran Kubelik', 'name': 'Shirley MacLaine'}, {'character': 'Jeff D. Sheldrake', 'name': 'Fred MacMurray'}, {'character': 'Joe Dobisch', 'name': 'Ray Walston'}, {'character': 'Dr. Dreyfuss', 'name': 'Jack Kruschen'}, {'character': 'Al Kirkeby', 'name': 'David Lewis'}, {'character': 'Mrs. Margie MacDougall', 'name': 'Hope Holiday'}, {'character': 'Sylvia', 'name': 'Joan Shawlee'}, {'character': 'Mrs. Mildred Dreyfuss', 'name': 'Naomi Stevens'}, {'character': 'Karl Matuschka', 'name': 'Johnny Seven'}, {'character': 'The Blonde', 'name': 'Joyce Jameson'}, {'character': 'Mr. Vanderhoff', 'name': 'Willard Waterman'}, {'character': 'Mr. Eichelberger', 'name': 'David White'}, {'character': 'Miss Olsen', 'name': 'Edie Adams'}]",Billy Wilder,Comedy,114.,2h 5min,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",The Apartment,Billy Wilder
"[{'character': 'Lance Corporal Blake', 'name': 'Dean-Charles Chapman'}, {'character': 'Lance Corporal Schofield', 'name': 'George MacKay'}, {'character': 'Sergeant Sanders', 'name': 'Daniel Mays'}, {'character': 'General Erinmore', 'name': 'Colin Firth'}, {'character': 'Lieutenant Gordon', 'name': 'Pip Carter'}, {'character': 'Sergeant Miller', 'name': 'Andy Apollo'}, {'character': 'NCO Baker', 'name': 'Paul Tinto'}, {'character': 'Private Stokes', 'name': 'Josef Davies'}, {'character': 'NCO Harvey', 'name': 'Billy Postlethwaite'}, {'character': 'Private Buchanan', 'name': 'Gabriel Akuwudike'}, {'character': 'Lieutenant Leslie', 'name': 'Andrew Scott'}, {'character': 'Private Kilgour', 'name': 'Spike Leighton'}, {'character': 'German Pilot', 'name': 'Robert Maaser'}, {'character': 'Private Parry', 'name': 'Gerran Howell'}, {'character': 'Private Atkins', 'name': 'Adam Hugill'}]",Sam Mendes,Drama,113.,1h 59min,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",1917,Sam Mendes
"[{'character': 'Barbier de la Milice', 'name': 'Mustafa Kamel'}, {'character': 'Nihad (5ans)', 'name': 'Hussein Sami'}, {'character': 'Notaire Jean Lebel', 'name': 'Rémy Girard'}, {'character': 'Jeanne Marwan', 'name': 'Mélissa Désormeaux-Poulin'}, {'character': 'Simon Marwan', 'name': 'Maxim Gaudette'}, {'character': 'Professor Niv Cohen', 'name': 'Dominique Briand'}, {'character': 'Nawal Marwan', 'name': 'Lubna Azabal'}, {'character': ""Médecin a l'urgence"", 'name': 'Frédéric Paquet'}, {'character': 'Wahab', 'name': 'Hamed Najem'}, {'character': 'Bassem Marwan', 'name': 'Ahmad Massad'}, {'character': 'Nicolas Marwan', 'name': 'Bader Alami'}, {'character': 'Grand-mére de Nawal', 'name': 'Majida Hussein'}, {'character': 'Sage-Femme', 'name': 'Asriah Nijres'}, {'character': 'Professeur Saïd Haidar', 'name': 'John Dunn-Hill'}, {'character': 'Secrétaire Université', 'name': 'Nadia Essadiqi'}]",Denis Villeneuve,Drama,117.,2h 11min,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,Incendies,Denis Villeneuve
"[{'character': 'Walter Neff', 'name': 'Fred MacMurray'}, {'character': 'Phyllis Dietrichson', 'name': 'Barbara Stanwyck'}, {'character': 'Barton Keyes', 'name': 'Edward G. Robinson'}, {'character': 'Mr. Jackson', 'name': 'Porter Hall'}, {'character': 'Lola Dietrichson', 'name': 'Jean Heather'}, {'character': 'Mr. Dietrichson', 'name': 'Tom Powers'}, {'character': 'Nino Zachetti', 'name': 'Byron Barr'}, {'character': 'Mr. Norton', 'name': 'Richard Gaines'}, {'character': 'Sam Gorlopis', 'name': 'Fortunio Bonanova'}, {'character': 'Joe Pete', 'name': 'John Philliber'}]",Billy Wilder,Crime,112.,1h 47min,An insurance representative lets himself be talked by a seductive housewife into a murder/insurance fraud scheme that arouses the suspicion of an insurance investigator.,Double Indemnity,Billy Wilder
"[{'character': 'Johann (Joh) Fredersen', 'name': 'Alfred Abel'}, {'character': 'Freder Fredersen - Joh Fredersens Sohn',
 'name': 'Gustav Fröhlich'}, {'character': 'Erfinder C.A. Rotwang', 'name': 'Rudolf Klein-Rogge'}, {'character': 'Der Schmale', 'name': 'Fritz Rasp'}, {'character': 'Josaphat', 'name': 'Theodor Loos'}, {'character': '11811 - Georgy', 'name': 'Erwin Biswanger'}, {'character': 'Grot -Wärter der Herzmaschine', 'name': 'Heinrich George'}, {'character': 'Maria', 'name': 'Brigitte Helm'}]",Fritz Lang,Drama,109.,2h 33min,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",Metropolis,Thea von Harbou
"[{'character': 'Concession Girl', 'name': 'Diahnne Abbott'}, {'character': 'Angry Black Man', 'name': 'Frank Adu'}, {'character': 'Melio', 'name': 'Victor Argo'}, {'character': 'Policeman at Rally', 'name': 'Gino Ardito'}, {'character': ""Iris' Friend"", 'name': 'Garth Avery'}, {'character': 'Wizard', 'name': 'Peter Boyle'}, {'character': 'Tom', 'name': 'Albert Brooks'}, {'character': 'Cabbie in Bellmore', 'name': 'Harry Cohn'}, {'character': 'Hooker in Cab', 'name': 'Copper Cunningham'}, {'character': 'Travis Bickle', 'name': 'Robert De Niro'}, {'character': 'Soap Opera Woman', 'name': 'Brenda Dickson'}, {'character': 'Dispatcher', 'name': 'Harry Fischler'}, {'character': 'Iris', 'name': 'Jodie Foster'}, {'character': 'Stick-Up Man', 'name': 'Nat Grant'}, {'character': 'Charles Palantine', 'name': 'Leonard Harris'}]",Martin Scorsese,Crime,110.,1h 54min,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",Taxi Driver,Paul Schrader
"[{'character': 'Henry Gondorff', 'name': 'Paul Newman'}, {'character': 'Johnny Hooker', 'name': 'Robert Redford'}, {'character': 'Doyle Lonnegan', 'name': 'Robert Shaw'}, {'character': 'Lt. Wm. Snyder', 'name': 'Charles Durning'}, {'character': 'J.J. Singleton', 'name': 'Ray Walston'}, {'character': 'Billie', 'name': 'Eileen Brennan'}, {'character': 'Kid Twist', 'name': 'Harold Gould'}, {'character': 'Eddie Niles', 'name': 'John Heffernan'}, {'character': 'F.B.I. Agent Polk', 'name': 'Dana Elcar'}, {'character': 'Erie Kid', 'name': 'Jack Kehoe'}, {'character': 'Loretta', 'name': 'Dimitra Arliss'}, {'character': 'Luther Coleman', 'name': 'Robert Earl Jones'}, {'character': 'Mottola', 'name': 'James Sloyan'}, {'character': 'Floyd (Bodyguard)', 'name': 'Charles Dierkop'}, {'character': 'Bodyguard', 'name': 'Lee Paul'}]",George Roy Hill,Comedy,111.,2h 9min,Two grifters team up to pull off the ultimate con.,The Sting,David S. Ward
"[{'character': 'Anne', 'name': 'Olivia Colman'}, {'character': 'Anthony', 'name': 'Anthony Hopkins'}, {'character': 'The Man', 'name': 'Mark Gatiss'}, {'character': 'The Woman', 'name': 'Olivia Williams'}, {'character': 'Laura', 'name': 'Imogen Poots'}, {'character': 'Paul', 'name': 'Rufus Sewell'}, {'character': 'Dr Sarai', 'name': 'Ayesha Dharker'}, {'character': 'Boy', 'name': 'Roman Zeller'}]",Florian Zeller,Drama,105.,1h 37min,"A man refuses all assistance from his daughter as he ages. As he tries to make sense of his changing circumstances, he begins to doubt his loved ones, his own mind and even the fabric of his reality.",The Father,Christopher Hampton
