cast,directors,genre,rating,runtime,summary,title,writers
"[{'character': 'Alex', 'name': 'Malcolm McDowell'}, {'character': 'Mr Alexander', 'name': 'Patrick Magee'}, {'character': 'Chief Guard', 'name': 'Michael Bates'}, {'character': 'Dim', 'name': 'Warren Clarke'}, {'character': 'Stage Actor', 'name': 'John Clive'}, {'character': 'Mrs. Alexander', 'name': 'Adrienne Corri'}, {'character': 'Dr. Brodsky', 'name': 'Carl Duering'}, {'character': 'Tramp', 'name': 'Paul Farrell'}, {'character': 'Lodger', 'name': 'Clive Francis'}, {'character': 'Prison Governor', 'name': 'Michael Gover'}, {'character': 'Catlady', 'name': 'Miriam Karlin'}, {'character': 'Georgie', 'name': 'James Marcus'}, {'character': 'Deltoid', 'name': 'Aubrey Morris'}, {'character': 'Prison Chaplain', 'name': 'Godfrey Quigley'}, {'character': 'Mum', 'name': 'Sheila Raynor'}]",Stanley Kubrick,Crime,108.,2h 16min,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",A Clockwork Orange,Stanley Kubrick
"[{'character': 'Pvt. Joker', 'name': 'Matthew Modine'}, {'character': 'Animal Mother', 'name': 'Adam Baldwin'}, {'character': 'Pvt. Pyle', 'name': ""Vincent D'Onofrio""}, {'character': 'Gny. Sgt. Hartman', 'name': 'R. Lee Ermey'}, {'character': 'Eightball', 'name': 'Dorian Harewood'}, {'character': 'Rafterman', 'name': 'Kevyn Major Howard'}, {'character': 'Pvt. Cowboy', 'name': 'Arliss Howard'}, {'character': 'Lt. Touchdown', 'name': ""Ed O'Ross""}, {'character': 'Lt. Lockhart', 'name': 'John Terry'}, {'character': 'Crazy Earl', 'name': 'Kieron Jecchinis'}, {'character': 'Payback', 'name': 'Kirk Taylor'}, {'character': 'Doorgunner', 'name': 'Tim Colceri'}, {'character': 'Doc Jay', 'name': 'Jon Stafford'}, {'character': 'Poge Colonel', 'name': 'Bruce Boa'}, {'character': 'Lt. Cleves', 'name': 'Ian Tyler'}]",Stanley Kubrick,Drama,106.,1h 56min,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,Full Metal Jacket,Stanley Kubrick
"[{'character': 'Lawrence', 'name': ""Peter O'Toole""}, {'character': 'Prince Faisal', 'name': 'Alec Guinness'}, {'character': 'Auda Abu Tayi', 'name': 'Anthony Quinn'}, {'character': 'General Allenby', 'name': 'Jack Hawkins'}, {'character': 'Sherif Ali', 'name': 'Omar Sharif'}, {'character': 'Turkish Bey', 'name': 'José Ferrer'}, {'character': 'Colonel Brighton', 'name': 'Anthony Quayle'}, {'character': 'Mr. Dryden', 'name': 'Claude Rains'}, {'character': 'Jackson Bentley', 'name': 'Arthur Kennedy'}, {'character': 'General Murray', 'name': 'Donald Wolfit'}, {'character': 'Gasim', 'name': 'I.S. Johar'}, {'character': 'Majid', 'name': 'Gamil Ratib'}, {'character': 'Farraj', 'name': 'Michel Ray'}, {'character': 'Daud', 'name': 'John Dimech'}, {'character': 'Tafas', 'name': 'Zia Mohyeddin'}]",David Lean,Adventure,103.,3h 48min,The story of,Lawrence of Arabia,T.E. Lawrence
"[{'character': 'The Man', 'name': 'Carl Miller'}, {'character': 'The Woman', 'name': 'Edna Purviance'}, {'character': 'The Child', 'name': 'Jackie Coogan'}, {'character': 'A Tramp', 'name': 'Charles Chaplin'}]",Charles Chaplin,Comedy,104.,1h 8min,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",The Kid,Charles Chaplin
"[{'character': 'Antonio', 'name': 'Lamberto Maggiorani'}, {'character': 'Bruno', 'name': 'Enzo Staiola'}, {'character': 'Maria', 'name': 'Lianella Carell'}, {'character': 'The Charitable Lady', 'name': 'Elena Altieri'}, {'character': 'Baiocco', 'name': 'Gino Saltamerenda'}, {'character': 'The Beggar', 'name': 'Giulio Chiari'}, {'character': 'The Thief', 'name': 'Vittorio Antonucci'}, {'character': 'Secretary of the Charity Organization', 'name': 'Michele Sakara'}, {'character': 'Amateur Actor', 'name': 'Fausto Guerzoni'}, {'character': None, 'name': 'Emma Druetti'}, {'character': 'A Beggar', 'name': 'Carlo Jachino'}]",Vittorio De Sica,Drama,101.,1h 29min,"In post-war Italy, a working-class man's bicycle is stolen. He and his son set out to find it.",Bicycle Thieves,Cesare Zavattini
"[{'character': 'Kanji Watanabe', 'name': 'Takashi Shimura'}, {'character': 'Kimura', 'name': ""Shin'ichi Himori""}, {'character': 'Sakai', 'name': 'Haruo Tanaka'}, {'character': 'Noguchi', 'name': 'Minoru Chiaki'}, {'character': 'Toyo Odagiri, employee', 'name': 'Miki Odagiri'}, {'character': 'Ohara', 'name': 'Bokuzen Hidari'}, {'character': 'Subordinate Clerk Saito', 'name': 'Minosuke Yamada'}, {'character': 'Sub-Section Chief Ono', 'name': 'Kamatari Fujiwara'}, {'character': ""Kiichi Watanabe, Kanji's Brother"", 'name': 'Makoto Kobori'}, {'character': ""Mitsuo Watanabe, Kanji's son"", 'name': 'Nobuo Kaneko'}, {'character': 'Deputy Mayor', 'name': 'Nobuo Nakamura'}, {'character': 'Patient', 'name': 'Atsushi Watanabe'}, {'character': 'Intern', 'name': 'Isao Kimura'}, {'character': 'Doctor', 'name': 'Masao Shimizu'}, {'character': 'Novelist', 'name': 'Yûnosuke Itô'}]",Akira Kurosawa,Drama,102.,2h 23min,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,Ikiru,Akira Kurosawa
"[{'character': 'Roger Thornhill', 'name': 'Cary Grant'}, {'character': 'Eve Kendall', 'name': 'Eva Marie Saint'}, {'character': 'Phillip Vandamm', 'name': 'James Mason'}, {'character': 'Clara Thornhill', 'name': 'Jessie Royce Landis'}, {'character': 'The Professor', 'name': 'Leo G. Carroll'}, {'character': 'Mrs. Townsend', 'name': 'Josephine Hutchinson'}, {'character': 'Lester Townsend', 'name': 'Philip Ober'}, {'character': 'Leonard', 'name': 'Martin Landau'}, {'character': 'Valerian', 'name': 'Adam Williams'}, {'character': 'Victor Larrabee', 'name': 'Edward Platt'}, {'character': 'Licht', 'name': 'Robert Ellenstein'}, {'character': 'Auctioneer', 'name': 'Les Tremayne'}, {'character': 'Dr. Cross', 'name': 'Philip Coolidge'}, {'character': 'Sergeant Flamm', 'name': 'Patrick McVey'}, {'character': 'Captain Junket', 'name': 'Edward Binns'}]",Alfred Hitchcock,Adventure,99.,2h 16min,A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.,North by Northwest,Ernest Lehman
"[{'character': 'Joel Barish', 'name': 'Jim Carrey'}, {'character': 'Clementine Kruczynski', 'name': 'Kate Winslet'}, {'character': 'Train Conductor', 'name': 'Gerry Robert Byrne'}, {'character': 'Patrick', 'name': 'Elijah Wood'}, {'character': 'Frank', 'name': 'Thomas Jay Ryan'}, {'character': 'Stan', 'name': 'Mark Ruffalo'}, {'character': 'Carrie', 'name': 'Jane Adams'}, {'character': 'Rob', 'name': 'David Cross'}, {'character': 'Mary', 'name': 'Kirsten Dunst'}, {'character': 'Dr. Mierzwiak', 'name': 'Tom Wilkinson'}, {'character': 'Young Joel', 'name': 'Ryan Whitney'}, {'character': ""Joel's Mother"", 'name': 'Debbon Ayer'}, {'character': 'Young Bully', 'name': 'Amir Ali Said'}, {'character': 'Young Bully', 'name': 'Brian Price'}, {'character': 'Young Bully', 'name': 'Paulie Litt'}]",Michel Gondry,Drama,100.,1h 48min,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories.",Eternal Sunshine of the Spotless Mind,Charlie Kaufman
"[{'character': 'Lucas', 'name': 'Mads Mikkelsen'}, {'character': 'Theo', 'name': 'Thomas Bo Larsen'}, {'character': 'Klara', 'name': 'Annika Wedderkopp'}, {'character': 'Marcus', 'name': 'Lasse Fogelstrøm'}, {'character': 'Grethe', 'name': 'Susse Wold'}, {'character': 'Agnes', 'name': 'Anne Louise Hassing'}, {'character': 'Bruun', 'name': 'Lars Ranthe'}, {'character': 'Nadja', 'name': 'Alexandra Rapaport'}, {'character': 'Torsten', 'name': 'Sebastian Bull Sarning'}, {'character': 'Lars T', 'name': 'Steen Ordell Guldbrand Jensen'}, {'character': 'Johan', 'name': 'Daniel Engstrup'}, {'character': 'Bent', 'name': 'Troels Thorsen'}, {'character': 'Big Carsten', 'name': 'Søren Rønholt'}, {'character': 'Tiny', 'name': 'Hana Shuan'}, {'character': 'Inger', 'name': 'Jytte Kvinesdal'}]",Thomas Vinterberg,Drama,96.,1h 55min,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",The Hunt,Tobias Lindholm
"[{'character': 'Sara Goldfarb', 'name': 'Ellen Burstyn'}, {'character': 'Harry Goldfarb', 'name': 'Jared Leto'}, {'character': 'Marion Silver', 'name': 'Jennifer Connelly'}, {'character': 'Tyrone C. Love', 'name': 'Marlon Wayans'}, {'character': 'Tappy Tibbons', 'name': 'Christopher McDonald'}, {'character': 'Ada', 'name': 'Louise Lasser'}, {'character': 'Rae', 'name': 'Marcia Jean Kurtz'}, {'character': 'Mrs. Pearlman', 'name': 'Janet Sarno'}, {'character': 'Mrs. Scarlini', 'name': 'Suzanne Shepherd'}, {'character': 'Mrs. Ovadia', 'name': 'Joanne Gordon'}, {'character': 'Mrs. Miles', 'name': 'Charlotte Aronofsky'}, {'character': 'Mr. Rabinowitz', 'name': 'Mark Margolis'}, {'character': 'Donut Cop', 'name': 'Michael Kaycheck'}, {'character': 'Corn Dog Stand Boss', 'name': ""Jack O'Connell""}, {'character': 'Lyle Russel', 'name': 'Chas Mastin'}]",Darren Aronofsky,Drama,95.,1h 42min,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Requiem for a Dream,Hubert Selby Jr.
"[{'character': ""John 'Scottie' Ferguson"", 'name': 'James Stewart'}, {'character': 'Madeleine Elster', 'name': 'Kim Novak'}, {'character': ""Marjorie 'Midge' Wood"", 'name': 'Barbara Bel Geddes'}, {'character': 'Gavin Elster', 'name': 'Tom Helmore'}, {'character': 'Coroner', 'name': 'Henry Jones'}, {'character': ""Scottie's Doctor"", 'name': 'Raymond Bailey'}, {'character': 'Manager of McKittrick Hotel', 'name': 'Ellen Corby'}, {'character': 'Pop Leibel', 'name': 'Konstantin Shayne'}, {'character': 'Car Owner Mistaken for Madeleine', 'name': 'Lee Patrick'}]",Alfred Hitchcock,Mystery,93.,2h 8min,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,Vertigo,Alec Coppel
"[{'character': 'Jedediah Leland', 'name': 'Joseph Cotten'}, {'character': 'Susan Alexander Kane', 'name': 'Dorothy Comingore'}, {'character': 'Mary Kane', 'name': 'Agnes Moorehead'}, {'character': 'Emily Monroe Norton Kane', 'name': 'Ruth Warrick'}, {'character': 'James W. Gettys', 'name': 'Ray Collins'}, {'character': 'Herbert Carter', 'name': 'Erskine Sanford'}, {'character': 'Mr. Bernstein', 'name': 'Everett Sloane'}, {'character': 'Jerry Thompson', 'name': 'William Alland'}, {'character': 'Raymond', 'name': 'Paul Stewart'}, {'character': 'Walter Parks Thatcher', 'name': 'George Coulouris'}, {'character': 'Matiste', 'name': 'Fortunio Bonanova'}, {'character': 'The Headwaiter', 'name': 'Gus Schilling'}, {'character': 'Mr. Rawlston', 'name': 'Philip Van Zandt'}, {'character': 'Miss Anderson', 'name': 'Georgia Backus'}, {'character': ""Kane's Father"", 'name': 'Harry Shannon'}]",Orson Welles,Drama,94.,1h 59min,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",Citizen Kane,Herman J. Mankiewicz
"[{'character': 'Hans Beckert', 'name': 'Peter Lorre'}, {'character': 'Frau Beckmann', 'name': 'Ellen Widmann'}, {'character': 'Elsie Beckmann', 'name': 'Inge Landgut'}, {'character': 'Inspector Karl Lohmann', 'name': 'Otto Wernicke'}, {'character': 'Inspector Groeber', 'name': 'Theodor Loos'}, {'character': 'Schränker', 'name': 'Gustaf Gründgens'}, {'character': 'Franz', 'name': 'Friedrich Gnaß'}, {'character': 'The Cheater', 'name': 'Fritz Odemar'}, {'character': 'Pickpocket with Six Watches', 'name': 'Paul Kemp'}, {'character': 'Bauernfänger', 'name': 'Theo Lingen'}, {'character': ""Beckert's Defender"", 'name': 'Rudolf Blümner'}, {'character': 'Blind Panhandler', 'name': 'Georg John'}, {'character': 'Minister', 'name': 'Franz Stein'}, {'character': 'Police Chief', 'name': 'Ernst Stahl-Nachbaur'}, {'character': 'Criminal Secretary', 'name': 'Gerhard Bienert'}]",Fritz Lang,Crime,91.,1h 39min,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.",M,Thea von Harbou
"[{'character': 'Don Lockwood', 'name': 'Gene Kelly'}, {'character': 'Cosmo Brown', 'name': ""Donald O'Connor""}, {'character': 'Kathy Selden', 'name': 'Debbie Reynolds'}, {'character': 'Lina Lamont', 'name': 'Jean Hagen'}, {'character': 'R.F. Simpson', 'name': 'Millard Mitchell'}, {'character': 'Dancer', 'name': 'Cyd Charisse'}, {'character': 'Roscoe Dexter', 'name': 'Douglas Fowley'}, {'character': 'Zelda Zanders', 'name': 'Rita Moreno'}]",Stanley Donen,Comedy,98.,1h 43min,A silent film production company and cast make a difficult transition to sound.,Singin' in the Rain,Gene Kelly
"[{'character': 'Mr. White', 'name': 'Harvey Keitel'}, {'character': 'Mr. Orange', 'name': 'Tim Roth'}, {'character': 'Mr. Blonde', 'name': 'Michael Madsen'}, {'character': 'Nice Guy Eddie', 'name': 'Chris Penn'}, {'character': 'Mr. Pink', 'name': 'Steve Buscemi'}, {'character': 'Joe Cabot', 'name': 'Lawrence Tierney'}, {'character': 'Holdaway', 'name': 'Randy Brooks'}, {'character': 'Marvin Nash', 'name': 'Kirk Baltz'}, {'character': 'Mr. Blue', 'name': 'Edward Bunker'}, {'character': 'Mr. Brown', 'name': 'Quentin Tarantino'}, {'character': 'Sheriff #1', 'name': 'Rich Turner'}, {'character': 'Sheriff #2', 'name': 'David Steen'}, {'character': 'Sheriff #3', 'name': 'Tony Cosmo'}, {'character': 'Sheriff #4', 'name': 'Stevo Polyi'}, {'character': 'Teddy', 'name': 'Michael Sottile'}]",Quentin Tarantino,Crime,90.,1h 39min,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Reservoir Dogs,Quentin Tarantino
"[{'character': 'Luke Skywalker', 'name': 'Mark Hamill'}, {'character': 'Han Solo', 'name': 'Harrison Ford'}, {'character': 'Princess Leia', 'name': 'Carrie Fisher'}, {'character': 'Lando Calrissian', 'name': 'Billy Dee Williams'}, {'character': 'C-3PO', 'name': 'Anthony Daniels'}, {'character': 'Chewbacca', 'name': 'Peter Mayhew'}, {'character': 'Anakin Skywalker', 'name': 'Sebastian Shaw'}, {'character': 'The Emperor', 'name': 'Ian McDiarmid'}, {'character': 'Yoda', 'name': 'Frank Oz'}, {'character': 'Darth Vader', 'name': 'James Earl Jones'}, {'character': 'Darth Vader', 'name': 'David Prowse'}, {'character': ""Ben 'Obi-Wan' Kenobi"", 'name': 'Alec Guinness'}, {'character': 'R2-D2', 'name': 'Kenny Baker'}, {'character': 'Moff Jerjerrod', 'name': 'Michael Pennington'}, {'character': 'Admiral Piett', 'name': 'Kenneth Colley'}]",Richard Marquand,Action,88.,2h 11min,"After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.",Star Wars: Episode VI - Return of the Jedi,Lawrence Kasdan
"[{'character': 'Will', 'name': 'Matt Damon'}, {'character': 'Chuckie', 'name': 'Ben Affleck'}, {'character': 'Lambeau', 'name': 'Stellan Skarsgård'}, {'character': 'Tom', 'name': 'John Mighton'}, {'character': 'Krystyn', 'name': 'Rachel Majorowski'}, {'character': 'Cathy', 'name': 'Colleen McCauley'}, {'character': 'Morgan', 'name': 'Casey Affleck'}, {'character': 'Billy', 'name': 'Cole Hauser'}, {'character': 'Barbershop Quartet #1', 'name': 'Matt Mercier'}, {'character': 'Barbershop Quartet #2', 'name': 'Ralph St. George'}, {'character': 'Barbershop Quartet #3', 'name': 'Rob Lynds'}, {'character': 'Barbershop Quartet #4', 'name': 'Dan Washington'}, {'character': 'M.I.T. Student', 'name': 'Alison Folland'}, {'character': 'M.I.T. Student', 'name': 'Derrick Bridgeman'}, {'character': 'M.I.T. Student', 'name': 'Vik Sahay'}]",Gus Van Sant,Drama,87.,2h 6min,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",Good Will Hunting,Matt Damon
"[{'character': 'Lt. Aldo Raine', 'name': 'Brad Pitt'}, {'character': 'Shosanna', 'name': 'Mélanie Laurent'}, {'character': 'Col. Hans Landa', 'name': 'Christoph Waltz'}, {'character': 'Sgt. Donny Donowitz', 'name': 'Eli Roth'}, {'character': 'Lt. Archie Hicox', 'name': 'Michael Fassbender'}, {'character': 'Bridget von Hammersmark', 'name': 'Diane Kruger'}, {'character': 'Fredrick Zoller', 'name': 'Daniel Brühl'}, {'character': 'Sgt. Hugo Stiglitz', 'name': 'Til Schweiger'}, {'character': 'Cpl. Wilhelm Wicki', 'name': 'Gedeon Burkhard'}, {'character': 'Marcel', 'name': 'Jacky Ido'}, {'character': 'Pfc. Smithson Utivich', 'name': 'B.J. Novak'}, {'character': 'Pfc. Omar Ulmer', 'name': 'Omar Doom'}, {'character': 'Major Hellstrom', 'name': 'August Diehl'}, {'character': 'Perrier LaPadite', 'name': 'Denis Ménochet'}, {'character': 'Joseph Goebbels', 'name': 'Sylvester Groth'}]",Quentin Tarantino,Adventure,86.,2h 33min,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",Inglourious Basterds,Quentin Tarantino
"[{'character': 'Dr. Dave Bowman', 'name': 'Keir Dullea'}, {'character': 'Dr. Frank Poole', 'name': 'Gary Lockwood'}, {'character': 'Dr. Heywood R. Floyd', 'name': 'William Sylvester'}, {'character': 'Moon-Watcher', 'name': 'Daniel Richter'}, {'character': 'Dr. Andrei Smyslov', 'name': 'Leonard Rossiter'}, {'character': 'Elena', 'name': 'Margaret Tyzack'}, {'character': 'Dr. Ralph Halvorsen', 'name': 'Robert Beatty'}, {'character': 'Dr. Bill Michaels', 'name': 'Sean Sullivan'}, {'character': 'HAL 9000', 'name': 'Douglas Rain'}, {'character': 'Mission Controller', 'name': 'Frank Miller'}, {'character': 'Astronaut', 'name': 'Bill Weston'}, {'character': 'Aries-1B Lunar Shuttle Captain', 'name': 'Ed Bishop'}, {'character': 'Astronaut', 'name': 'Glenn Beck'}, {'character': ""Poole's Father"", 'name': 'Alan Gifford'}, {'character': ""Poole's Mother"", 'name': 'Ann Gillis'}]",Stanley Kubrick,Adventure,89.,2h 29min,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",2001: A Space Odyssey,Stanley Kubrick
"[{'character': 'Ishaan Awasthi', 'name': 'Darsheel Safary'}, {'character': 'Ram Shankar Nikumbh', 'name': 'Aamir Khan'}, {'character': 'Maya Awasthi', 'name': 'Tisca Chopra'}, {'character': 'Nandkishore Awasthi', 'name': 'Vipin Sharma'}, {'character': 'Yohan Awasthi', 'name': 'Sachet Engineer'}, {'character': 'Rajan Damodaran', 'name': 'Tanay Chheda'}, {'character': ""Lalitha Lajmi - Art Mela's Chief Guest"", 'name': 'Lalitha Lajmi'}, {'character': ""Jabeen - Amir's Co-worker"", 'name': 'Girija Oak'}, {'character': 'Mr. Holkar', 'name': 'Ravi Khanvilkar'}, {'character': ""Principal - St. Anthony's School"", 'name': 'Pratima Kulkarni'}, {'character': 'Victoria Teacher', 'name': 'Meghna Malik'}, {'character': 'Irene Teacher', 'name': 'Sonali Sachdev'}, {'character': 'Maadhoo', 'name': 'Sanjay Dadich'}, {'character': 'George Sir', 'name': 'Rajgopal Iyer'}, {'character': 'Sen Sir', 'name': 'Bugs Bhargava Krishna'}]",Aamir Khan,Drama,92.,2h 45min,"An eight-year-old boy is thought to be a lazy trouble-maker, until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.",Like Stars on Earth,Amole Gupte
